FID,COUNT,SCIENTIFIC,COMMON_NAM
258,3,Hippocampus whitei,White's Seahorse
258,3,Chelonia mydas,Green Turtle
258,3,Lepidochelys olivacea,Olive Ridley Turtle
259,3,Lathamus discolor,Swift Parrot
259,3,Astacopsis gouldi,Giant Freshwater Crayfish
259,3,Dasyurus viverrinus,Eastern Quoll
260,3,Lathamus discolor,Swift Parrot
260,3,Astacopsis gouldi,Giant Freshwater Crayfish
260,3,Litoria raniformis,Growling Grass Frog
261,3,Lathamus discolor,Swift Parrot
261,3,Dasyurus viverrinus,Eastern Quoll
261,3,Ammoniropa vigens,Ammonite Pinwheel Snail
262,3,Lathamus discolor,Swift Parrot
262,3,Dasyurus viverrinus,Eastern Quoll
262,3,Galaxias fontanus,Swan Galaxias
263,3,Botaurus poiciloptilus,Australasian Bittern
263,3,Pedionomus torquatus,Plains-wanderer
263,3,Litoria raniformis,Growling Grass Frog
264,3,Chelonia mydas,Green Turtle
264,3,Lepidochelys olivacea,Olive Ridley Turtle
264,3,Pristis pristis,Freshwater Sawfish
265,3,Botaurus poiciloptilus,Australasian Bittern
265,3,Pedionomus torquatus,Plains-wanderer
265,3,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
266,3,Botaurus poiciloptilus,Australasian Bittern
266,3,Thinornis cucullatus cucullatus,Eastern Hooded Plover
266,3,Anthochaera phrygia,Regent Honeyeater
267,3,Botaurus poiciloptilus,Australasian Bittern
267,3,Thinornis cucullatus cucullatus,Eastern Hooded Plover
267,3,Lathamus discolor,Swift Parrot
268,3,Botaurus poiciloptilus,Australasian Bittern
268,3,Thinornis cucullatus cucullatus,Eastern Hooded Plover
268,3,Leipoa ocellata,Malleefowl
269,3,Botaurus poiciloptilus,Australasian Bittern
269,3,Thinornis cucullatus cucullatus,Eastern Hooded Plover
269,3,Litoria raniformis,Growling Grass Frog
270,3,Botaurus poiciloptilus,Australasian Bittern
270,3,Thinornis cucullatus cucullatus,Eastern Hooded Plover
270,3,Neophema chrysogaster,Orange-bellied Parrot
271,3,Botaurus poiciloptilus,Australasian Bittern
271,3,Thinornis cucullatus cucullatus,Eastern Hooded Plover
271,3,Neophoca cinerea,Australian Sea-lion
272,3,Botaurus poiciloptilus,Australasian Bittern
272,3,Thinornis cucullatus cucullatus,Eastern Hooded Plover
272,3,Pedionomus torquatus,Plains-wanderer
273,3,Botaurus poiciloptilus,Australasian Bittern
273,3,Thinornis cucullatus cucullatus,Eastern Hooded Plover
273,3,Tachyglossus aculeatus multiaculeatus,Kangaroo Island Echidna
274,3,Botaurus poiciloptilus,Australasian Bittern
274,3,Pedionomus torquatus,Plains-wanderer
274,3,Lathamus discolor,Swift Parrot
275,3,Botaurus poiciloptilus,Australasian Bittern
275,3,Litoria raniformis,Growling Grass Frog
275,3,Craterocephalus fluviatilis,Murray Hardyhead
276,3,Botaurus poiciloptilus,Australasian Bittern
276,3,Litoria raniformis,Growling Grass Frog
276,3,Miniopterus orianae bassanii,Southern Bent-wing Bat
277,3,Botaurus poiciloptilus,Australasian Bittern
277,3,Litoria raniformis,Growling Grass Frog
277,3,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
278,3,Botaurus poiciloptilus,Australasian Bittern
278,3,Manorina melanotis,Black-eared Miner
278,3,Leipoa ocellata,Malleefowl
279,3,Botaurus poiciloptilus,Australasian Bittern
279,3,Neophema chrysogaster,Orange-bellied Parrot
279,3,Craterocephalus fluviatilis,Murray Hardyhead
280,3,Botaurus poiciloptilus,Australasian Bittern
280,3,Neophema chrysogaster,Orange-bellied Parrot
280,3,Lathamus discolor,Swift Parrot
281,3,Botaurus poiciloptilus,Australasian Bittern
281,3,Neophema chrysogaster,Orange-bellied Parrot
281,3,Litoria raniformis,Growling Grass Frog
282,3,Dasyurus hallucatus,Northern Quoll
282,3,Chelonia mydas,Green Turtle
282,3,Aipysurus apraefrontalis,Short-nosed Seasnake
283,3,Dasyurus hallucatus,Northern Quoll
283,3,Chelonia mydas,Green Turtle
283,3,Lepidochelys olivacea,Olive Ridley Turtle
284,3,Dasyurus hallucatus,Northern Quoll
284,3,Chelonia mydas,Green Turtle
284,3,Pristis pristis,Freshwater Sawfish
285,3,Erythrotriorchis radiatus,Red Goshawk
285,3,Amytornis woodwardi,White-throated Grasswren
285,3,Dasyurus hallucatus,Northern Quoll
286,3,Erythrotriorchis radiatus,Red Goshawk
286,3,Anthochaera phrygia,Regent Honeyeater
286,3,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
287,3,Erythrotriorchis radiatus,Red Goshawk
287,3,Chelonia mydas,Green Turtle
287,3,Lepidochelys olivacea,Olive Ridley Turtle
288,3,Erythrotriorchis radiatus,Red Goshawk
288,3,Chelonia mydas,Green Turtle
288,3,Pristis pristis,Freshwater Sawfish
289,3,Erythrotriorchis radiatus,Red Goshawk
289,3,Macrotis lagotis,Greater Bilby
289,3,Liopholis kintorei,Great Desert Skink
290,3,Erythrotriorchis radiatus,Red Goshawk
290,3,Macrotis lagotis,Greater Bilby
290,3,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum
291,3,Erythrotriorchis radiatus,Red Goshawk
291,3,Petrogale penicillata,Brush-tailed Rock-wallaby
291,3,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
292,3,Erythrotriorchis radiatus,Red Goshawk
292,3,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
292,3,Dasyurus hallucatus,Northern Quoll
293,3,Erythrotriorchis radiatus,Red Goshawk
293,3,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
293,3,Pteropus conspicillatus,Spectacled Flying-fox
294,3,Erythrotriorchis radiatus,Red Goshawk
294,3,Pteropus conspicillatus,Spectacled Flying-fox
294,3,Chelonia mydas,Green Turtle
295,3,Erythrotriorchis radiatus,Red Goshawk
295,3,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum
295,3,Dasyurus hallucatus,Northern Quoll
296,5,Botaurus poiciloptilus,Australasian Bittern
296,5,Zanda latirostris,Carnaby's Black Cockatoo
296,5,Neophoca cinerea,Australian Sea-lion
296,5,Dasyurus geoffroii,Chuditch
296,5,Pseudocheirus occidentalis,Western Ringtail Possum
297,3,Erythrotriorchis radiatus,Red Goshawk
297,3,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum
297,3,Pristis pristis,Freshwater Sawfish
298,12,Botaurus poiciloptilus,Australasian Bittern
298,12,Numenius madagascariensis,Eastern Curlew
298,12,Erythrotriorchis radiatus,Red Goshawk
298,12,Anthochaera phrygia,Regent Honeyeater
298,12,Lathamus discolor,Swift Parrot
298,12,Gossia gonoclada,Angle-stemmed Myrtle
298,12,Rhodomyrtus psidioides,Native Guava
298,12,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
298,12,Dasyurus hallucatus,Northern Quoll
299,3,Manorina melanotis,Black-eared Miner
299,3,Leipoa ocellata,Malleefowl
299,3,Pedionomus torquatus,Plains-wanderer
300,3,Manorina melanotis,Black-eared Miner
300,3,Numenius madagascariensis,Eastern Curlew
300,3,Leipoa ocellata,Malleefowl
301,3,Neophema chrysogaster,Orange-bellied Parrot
301,3,Anthochaera phrygia,Regent Honeyeater
301,3,Lathamus discolor,Swift Parrot
302,3,Neophema chrysogaster,Orange-bellied Parrot
302,3,Lathamus discolor,Swift Parrot
302,3,Astacopsis gouldi,Giant Freshwater Crayfish
303,3,Neophema chrysogaster,Orange-bellied Parrot
303,3,Lathamus discolor,Swift Parrot
303,3,Zearaja maugeana,Maugean Skate
304,3,Leipoa ocellata,Malleefowl
304,3,Pezoporus occidentalis,Night Parrot
304,3,Macrotis lagotis,Greater Bilby
305,3,Leipoa ocellata,Malleefowl
305,3,Pezoporus occidentalis,Night Parrot
305,3,Polytelis alexandrae,Princess Parrot
306,3,Leipoa ocellata,Malleefowl
306,3,Polytelis alexandrae,Princess Parrot
306,3,Liopholis kintorei,Great Desert Skink
307,3,Litoria raniformis,Growling Grass Frog
307,3,Miniopterus orianae bassanii,Southern Bent-wing Bat
307,3,Lachnagrostis adamsonii,Adamson's Blown-grass
308,3,Litoria raniformis,Growling Grass Frog
308,3,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
308,3,Craterocephalus fluviatilis,Murray Hardyhead
309,3,Macrotis lagotis,Greater Bilby
309,3,Chelonia mydas,Green Turtle
309,3,Aipysurus apraefrontalis,Short-nosed Seasnake
310,3,Macrotis lagotis,Greater Bilby
310,3,Chelonia mydas,Green Turtle
310,3,Pristis pristis,Freshwater Sawfish
311,3,Macrotis lagotis,Greater Bilby
311,3,Dasyurus hallucatus,Northern Quoll
311,3,Chelonia mydas,Green Turtle
312,3,Lathamus discolor,Swift Parrot
312,3,Litoria raniformis,Growling Grass Frog
312,3,Dasyurus viverrinus,Eastern Quoll
313,3,Lathamus discolor,Swift Parrot
313,3,Litoria raniformis,Growling Grass Frog
313,3,Galaxias fontanus,Swan Galaxias
314,3,Lathamus discolor,Swift Parrot
314,3,Litoria raniformis,Growling Grass Frog
314,3,Miniopterus orianae bassanii,Southern Bent-wing Bat
315,3,Lathamus discolor,Swift Parrot
315,3,Litoria raniformis,Growling Grass Frog
315,3,Prasophyllum taphanyx,Graveside Leek-orchid
316,3,Lathamus discolor,Swift Parrot
316,3,Megascolides australis,Giant Gippsland Earthworm
316,3,Litoria raniformis,Growling Grass Frog
317,3,Lathamus discolor,Swift Parrot
317,3,Petrogale penicillata,Brush-tailed Rock-wallaby
317,3,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
318,3,Lathamus discolor,Swift Parrot
318,3,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
318,3,Dasyurus hallucatus,Northern Quoll
319,3,Leipoa ocellata,Malleefowl
319,3,Anthochaera phrygia,Regent Honeyeater
319,3,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
320,3,Leipoa ocellata,Malleefowl
320,3,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo
320,3,Lathamus discolor,Swift Parrot
321,3,Leipoa ocellata,Malleefowl
321,3,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo
321,3,Litoria raniformis,Growling Grass Frog
322,3,Leipoa ocellata,Malleefowl
322,3,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo
322,3,Miniopterus orianae bassanii,Southern Bent-wing Bat
323,3,Leipoa ocellata,Malleefowl
323,3,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo
323,3,Spyridium furculentum,Forked Spyridium
324,3,Leipoa ocellata,Malleefowl
324,3,Lathamus discolor,Swift Parrot
324,3,Litoria raniformis,Growling Grass Frog
325,3,Leipoa ocellata,Malleefowl
325,3,Lathamus discolor,Swift Parrot
325,3,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
326,3,Leipoa ocellata,Malleefowl
326,3,Litoria raniformis,Growling Grass Frog
326,3,Craterocephalus fluviatilis,Murray Hardyhead
327,3,Leipoa ocellata,Malleefowl
327,3,Litoria raniformis,Growling Grass Frog
327,3,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
328,3,Leipoa ocellata,Malleefowl
328,3,Macrotis lagotis,Greater Bilby
328,3,Chelonia mydas,Green Turtle
329,3,Leipoa ocellata,Malleefowl
329,3,Macrotis lagotis,Greater Bilby
329,3,Liopholis kintorei,Great Desert Skink
330,3,Leipoa ocellata,Malleefowl
330,3,Macrotis lagotis,Greater Bilby
330,3,Myrmecobius fasciatus,Numbat
331,3,Leipoa ocellata,Malleefowl
331,3,Neophema chrysogaster,Orange-bellied Parrot
331,3,Litoria raniformis,Growling Grass Frog
332,3,Leipoa ocellata,Malleefowl
332,3,Pedionomus torquatus,Plains-wanderer
332,3,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo
333,3,Leipoa ocellata,Malleefowl
333,3,Pedionomus torquatus,Plains-wanderer
333,3,Craterocephalus fluviatilis,Murray Hardyhead
334,3,Leipoa ocellata,Malleefowl
334,3,Pedionomus torquatus,Plains-wanderer
334,3,Lathamus discolor,Swift Parrot
335,3,Leipoa ocellata,Malleefowl
335,3,Pedionomus torquatus,Plains-wanderer
335,3,Litoria raniformis,Growling Grass Frog
336,3,Leipoa ocellata,Malleefowl
336,3,Pedionomus torquatus,Plains-wanderer
336,3,Macrotis lagotis,Greater Bilby
337,3,Leipoa ocellata,Malleefowl
337,3,Pezoporus occidentalis,Night Parrot
337,3,Liopholis kintorei,Great Desert Skink
338,3,Macrotis lagotis,Greater Bilby
338,3,Dasyurus hallucatus,Northern Quoll
338,3,Pristis pristis,Freshwater Sawfish
339,3,Manorina melanotis,Black-eared Miner
339,3,Leipoa ocellata,Malleefowl
339,3,Craterocephalus fluviatilis,Murray Hardyhead
340,3,Manorina melanotis,Black-eared Miner
340,3,Leipoa ocellata,Malleefowl
340,3,Litoria raniformis,Growling Grass Frog
341,3,Manorina melanotis,Black-eared Miner
341,3,Leipoa ocellata,Malleefowl
341,3,Macrotis lagotis,Greater Bilby
342,3,Manorina melanotis,Black-eared Miner
342,3,Leipoa ocellata,Malleefowl
342,3,Myrmecobius fasciatus,Numbat
343,3,Erythrotriorchis radiatus,Red Goshawk
343,3,Dasyurus hallucatus,Northern Quoll
343,3,Chelonia mydas,Green Turtle
344,3,Erythrotriorchis radiatus,Red Goshawk
344,3,Dasyurus hallucatus,Northern Quoll
344,3,Pristis pristis,Freshwater Sawfish
345,3,Erythrotriorchis radiatus,Red Goshawk
345,3,Dasyurus hallucatus,Northern Quoll
345,3,Pteropus conspicillatus,Spectacled Flying-fox
346,3,Erythrotriorchis radiatus,Red Goshawk
346,3,Lathamus discolor,Swift Parrot
346,3,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
347,3,Pezoporus occidentalis,Night Parrot
347,3,Macrotis lagotis,Greater Bilby
347,3,Dasyurus hallucatus,Northern Quoll
348,3,Pezoporus occidentalis,Night Parrot
348,3,Macrotis lagotis,Greater Bilby
348,3,Liopholis kintorei,Great Desert Skink
349,3,Neophema chrysogaster,Orange-bellied Parrot
349,3,Litoria raniformis,Growling Grass Frog
349,3,Craterocephalus fluviatilis,Murray Hardyhead
350,3,Neophema chrysogaster,Orange-bellied Parrot
350,3,Litoria raniformis,Growling Grass Frog
350,3,Miniopterus orianae bassanii,Southern Bent-wing Bat
351,3,Neophema chrysogaster,Orange-bellied Parrot
351,3,Pedionomus torquatus,Plains-wanderer
351,3,Anthochaera phrygia,Regent Honeyeater
352,3,Neophoca cinerea,Australian Sea-lion
352,3,Setonix brachyurus,Quokka
352,3,Chelonia mydas,Green Turtle
353,3,Numenius madagascariensis,Eastern Curlew
353,3,Thinornis cucullatus cucullatus,Eastern Hooded Plover
353,3,Neophema chrysogaster,Orange-bellied Parrot
354,3,Numenius madagascariensis,Eastern Curlew
354,3,Thinornis cucullatus cucullatus,Eastern Hooded Plover
354,3,Neophoca cinerea,Australian Sea-lion
355,3,Numenius madagascariensis,Eastern Curlew
355,3,Thinornis cucullatus cucullatus,Eastern Hooded Plover
355,3,Pseudomys novaehollandiae,New Holland Mouse
356,3,Numenius madagascariensis,Eastern Curlew
356,3,Thinornis cucullatus cucullatus,Eastern Hooded Plover
356,3,Tachyglossus aculeatus multiaculeatus,Kangaroo Island Echidna
357,3,Numenius madagascariensis,Eastern Curlew
357,3,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum
357,3,Dasyurus hallucatus,Northern Quoll
358,3,Pedionomus torquatus,Plains-wanderer
358,3,Acacia peuce,Waddy
358,3,Macrotis lagotis,Greater Bilby
359,3,Pedionomus torquatus,Plains-wanderer
359,3,Anthochaera phrygia,Regent Honeyeater
359,3,Lathamus discolor,Swift Parrot
360,3,Pedionomus torquatus,Plains-wanderer
360,3,Anthochaera phrygia,Regent Honeyeater
360,3,Litoria raniformis,Growling Grass Frog
361,3,Pedionomus torquatus,Plains-wanderer
361,3,Anthochaera phrygia,Regent Honeyeater
361,3,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
362,3,Pedionomus torquatus,Plains-wanderer
362,3,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo
362,3,Lathamus discolor,Swift Parrot
363,3,Pedionomus torquatus,Plains-wanderer
363,3,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo
363,3,Litoria raniformis,Growling Grass Frog
364,3,Pedionomus torquatus,Plains-wanderer
364,3,Lathamus discolor,Swift Parrot
364,3,Litoria raniformis,Growling Grass Frog
365,3,Pedionomus torquatus,Plains-wanderer
365,3,Lathamus discolor,Swift Parrot
365,3,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
366,3,Numenius madagascariensis,Eastern Curlew
366,3,Chelonia mydas,Green Turtle
366,3,Aipysurus apraefrontalis,Short-nosed Seasnake
367,3,Numenius madagascariensis,Eastern Curlew
367,3,Chelonia mydas,Green Turtle
367,3,Lepidochelys olivacea,Olive Ridley Turtle
368,3,Numenius madagascariensis,Eastern Curlew
368,3,Chelonia mydas,Green Turtle
368,3,Pristis pristis,Freshwater Sawfish
369,3,Numenius madagascariensis,Eastern Curlew
369,3,Cyanoramphus cookii,Norfolk Island Green Parrot
369,3,Chelonia mydas,Green Turtle
370,3,Numenius madagascariensis,Eastern Curlew
370,3,Dasyurus hallucatus,Northern Quoll
370,3,Aipysurus apraefrontalis,Short-nosed Seasnake
371,3,Numenius madagascariensis,Eastern Curlew
371,3,Dasyurus hallucatus,Northern Quoll
371,3,Chelonia mydas,Green Turtle
372,3,Numenius madagascariensis,Eastern Curlew
372,3,Dasyurus hallucatus,Northern Quoll
372,3,Lepidochelys olivacea,Olive Ridley Turtle
373,3,Numenius madagascariensis,Eastern Curlew
373,3,Dasyurus hallucatus,Northern Quoll
373,3,Pteropus conspicillatus,Spectacled Flying-fox
374,3,Numenius madagascariensis,Eastern Curlew
374,3,Erythrotriorchis radiatus,Red Goshawk
374,3,Chelonia mydas,Green Turtle
375,3,Numenius madagascariensis,Eastern Curlew
375,3,Erythrotriorchis radiatus,Red Goshawk
375,3,Dasyurus hallucatus,Northern Quoll
376,3,Numenius madagascariensis,Eastern Curlew
376,3,Erythrotriorchis radiatus,Red Goshawk
376,3,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
377,3,Numenius madagascariensis,Eastern Curlew
377,3,Erythrotriorchis radiatus,Red Goshawk
377,3,Pristis pristis,Freshwater Sawfish
378,3,Numenius madagascariensis,Eastern Curlew
378,3,Erythrotriorchis radiatus,Red Goshawk
378,3,Pteropus conspicillatus,Spectacled Flying-fox
379,3,Numenius madagascariensis,Eastern Curlew
379,3,Erythrotriorchis radiatus,Red Goshawk
379,3,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum
380,3,Numenius madagascariensis,Eastern Curlew
380,3,Leipoa ocellata,Malleefowl
380,3,Chelonia mydas,Green Turtle
381,3,Numenius madagascariensis,Eastern Curlew
381,3,Leipoa ocellata,Malleefowl
381,3,Macrotis lagotis,Greater Bilby
382,3,Numenius madagascariensis,Eastern Curlew
382,3,Leipoa ocellata,Malleefowl
382,3,Neophoca cinerea,Australian Sea-lion
383,3,Numenius madagascariensis,Eastern Curlew
